Wd,Ld,Wl,Ll,W9,L9,Vbias,I_tail,I_rama,Va,Vx,Vy
2.046,1.24,0.655,0.559,0.271,2.652,1.95,7.40856e-06,3.70428e-06,0.608157,2.09834,2.09834
2.046,1.24,0.655,0.559,0.271,2.652,2,7.72828e-06,3.86415e-06,0.604793,2.08818,2.08818
2.046,1.24,0.655,0.559,0.271,2.652,2.05,8.03994e-06,4.01997e-06,0.601591,2.07846,2.07846
2.046,1.24,0.655,0.559,0.271,2.652,2.1,8.34371e-06,4.17186e-06,0.598539,2.06915,2.06915
2.046,1.24,0.655,0.559,0.271,2.652,2.15,8.63978e-06,4.31989e-06,0.595625,2.06022,2.06022
2.046,1.24,0.655,0.559,0.271,2.652,2.2,8.92831e-06,4.46416e-06,0.592841,2.05165,2.05165
2.046,1.24,0.655,0.559,0.271,2.652,2.25,9.20946e-06,4.60473e-06,0.590177,2.04342,2.04342
2.046,1.24,0.655,0.559,0.271,2.652,2.3,9.48338e-06,4.74169e-06,0.587626,2.03551,2.03551
2.046,1.24,0.655,0.559,0.271,2.652,2.35,9.75022e-06,4.87512e-06,0.585181,2.0279,2.0279
2.046,1.24,0.655,0.559,0.271,2.652,2.4,1.00101e-05,5.00507e-06,0.582835,2.02059,2.02059
0.373,7.146,1.929,1.004,0.629,5.347,0.4,8.06639e-11,4.41204e-11,0.938569,2.84775,2.84775
0.373,7.146,1.929,1.004,0.629,5.347,0.45,2.95871e-10,1.51648e-10,0.903014,2.80164,2.80164
0.373,7.146,1.929,1.004,0.629,5.347,0.5,1.03271e-09,5.2e-10,0.866532,2.75425,2.75425
0.373,7.146,1.929,1.004,0.629,5.347,0.55,3.35254e-09,1.67988e-09,0.829233,2.7077,2.7077
0.373,7.146,1.929,1.004,0.629,5.347,0.6,9.92177e-09,4.96453e-09,0.791028,2.66279,2.66279
0.373,7.146,1.929,1.004,0.629,5.347,0.65,2.59204e-08,1.2964e-08,0.752076,2.62095,2.62095
0.373,7.146,1.929,1.004,0.629,5.347,0.7,5.83072e-08,2.91577e-08,0.712783,2.5837,2.5837
0.373,7.146,1.929,1.004,0.629,5.347,0.75,1.13534e-07,5.67714e-08,0.67343,2.55125,2.55125
0.373,7.146,1.929,1.004,0.629,5.347,0.8,1.95992e-07,9.80008e-08,0.63406,2.52281,2.52281
0.373,7.146,1.929,1.004,0.629,5.347,0.85,3.07926e-07,1.53968e-07,0.594629,2.49745,2.49745
0.373,7.146,1.929,1.004,0.629,5.347,0.9,4.50095e-07,2.25053e-07,0.555112,2.47437,2.47437
0.373,7.146,1.929,1.004,0.629,5.347,0.95,6.2246e-07,3.11236e-07,0.515518,2.45298,2.45298
0.373,7.146,1.929,1.004,0.629,5.347,1,8.24586e-07,4.123e-07,0.475884,2.43287,2.43287
0.373,7.146,1.929,1.004,0.629,5.347,1.05,1.05563e-06,5.27823e-07,0.436294,2.41372,2.41372
0.373,7.146,1.929,1.004,0.629,5.347,1.1,1.31276e-06,6.56389e-07,0.397094,2.39547,2.39547
0.373,7.146,1.929,1.004,0.629,5.347,1.15,1.57607e-06,7.88041e-07,0.360759,2.37902,2.37902
0.373,7.146,1.929,1.004,0.629,5.347,1.2,1.80334e-06,9.01676e-07,0.33176,2.36615,2.36615
0.373,7.146,1.929,1.004,0.629,5.347,1.25,1.99212e-06,9.96065e-07,0.309022,2.35619,2.35619
0.373,7.146,1.929,1.004,0.629,5.347,1.3,2.15296e-06,1.07649e-06,0.290476,2.34813,2.34813
0.373,7.146,1.929,1.004,0.629,5.347,1.35,2.29292e-06,1.14647e-06,0.274886,2.3414,2.3414
0.373,7.146,1.929,1.004,0.629,5.347,1.4,2.41658e-06,1.2083e-06,0.261498,2.33564,2.33564
0.373,7.146,1.929,1.004,0.629,5.347,1.45,2.52707e-06,1.26354e-06,0.249818,2.33064,2.33064
0.373,7.146,1.929,1.004,0.629,5.347,1.5,2.62669e-06,1.31335e-06,0.239501,2.32624,2.32624
0.373,7.146,1.929,1.004,0.629,5.347,1.55,2.71711e-06,1.35856e-06,0.230302,2.32232,2.32232
0.373,7.146,1.929,1.004,0.629,5.347,1.6,2.79969e-06,1.39985e-06,0.222033,2.31881,2.31881
0.373,7.146,1.929,1.004,0.629,5.347,1.65,2.87546e-06,1.43774e-06,0.21455,2.31564,2.31564
0.373,7.146,1.929,1.004,0.629,5.347,1.7,2.94527e-06,1.47264e-06,0.207741,2.31275,2.31275
0.373,7.146,1.929,1.004,0.629,5.347,1.75,3.00984e-06,1.50493e-06,0.201514,2.31012,2.31012
0.373,7.146,1.929,1.004,0.629,5.347,1.8,3.06973e-06,1.53487e-06,0.195796,2.3077,2.3077
0.373,7.146,1.929,1.004,0.629,5.347,1.85,3.12545e-06,1.56273e-06,0.190526,2.30548,2.30548
0.373,7.146,1.929,1.004,0.629,5.347,1.9,3.17741e-06,1.58871e-06,0.185653,2.30343,2.30343
0.373,7.146,1.929,1.004,0.629,5.347,1.95,3.22596e-06,1.61299e-06,0.181134,2.30152,2.30152
0.373,7.146,1.929,1.004,0.629,5.347,2,3.27144e-06,1.63572e-06,0.176932,2.29975,2.29975
0.373,7.146,1.929,1.004,0.629,5.347,2.05,3.31409e-06,1.65705e-06,0.173017,2.29811,2.29811
0.373,7.146,1.929,1.004,0.629,5.347,2.1,3.35417e-06,1.67709e-06,0.169361,2.29657,2.29657
0.373,7.146,1.929,1.004,0.629,5.347,2.15,3.39189e-06,1.69595e-06,0.16594,2.29513,2.29513
0.373,7.146,1.929,1.004,0.629,5.347,2.2,3.42743e-06,1.71372e-06,0.162733,2.29378,2.29378
0.373,7.146,1.929,1.004,0.629,5.347,2.25,3.46096e-06,1.73049e-06,0.159723,2.29252,2.29252
0.373,7.146,1.929,1.004,0.629,5.347,2.3,3.49263e-06,1.74632e-06,0.156893,2.29133,2.29133
0.373,7.146,1.929,1.004,0.629,5.347,2.35,3.52257e-06,1.76129e-06,0.15423,2.29021,2.29021
0.373,7.146,1.929,1.004,0.629,5.347,2.4,3.5509e-06,1.77546e-06,0.151719,2.28916,2.28916
0.389,2.089,0.609,0.665,0.989,5.364,0.4,1.16934e-10,6.22532e-11,0.959977,2.81769,2.81769
0.389,2.089,0.609,0.665,0.989,5.364,0.45,4.31464e-10,2.19455e-10,0.925024,2.76967,2.76967
0.389,2.089,0.609,0.665,0.989,5.364,0.5,1.51441e-09,7.60905e-10,0.889952,2.72061,2.72061
0.389,2.089,0.609,0.665,0.989,5.364,0.55,4.94732e-09,2.47744e-09,0.854944,2.67189,2.67189
0.389,2.089,0.609,0.665,0.989,5.364,0.6,1.47579e-08,7.38305e-09,0.820069,2.62426,2.62426
0.389,2.089,0.609,0.665,0.989,5.364,0.65,3.89597e-08,1.94847e-08,0.785959,2.57913,2.57913
0.389,2.089,0.609,0.665,0.989,5.364,0.7,8.86343e-08,4.43232e-08,0.753332,2.53768,2.53768
0.389,2.089,0.609,0.665,0.989,5.364,0.75,1.74318e-07,8.71664e-08,0.722314,2.49975,2.49975
0.389,2.089,0.609,0.665,0.989,5.364,0.8,3.03329e-07,1.51673e-07,0.692673,2.46454,2.46454
0.389,2.089,0.609,0.665,0.989,5.364,0.85,4.79488e-07,2.39754e-07,0.664108,2.43127,2.43127
0.389,2.089,0.609,0.665,0.989,5.364,0.9,7.04146e-07,3.52084e-07,0.636344,2.39931,2.39931
0.389,2.089,0.609,0.665,0.989,5.364,0.95,9.77335e-07,4.88679e-07,0.60915,2.36821,2.36821
0.389,2.089,0.609,0.665,0.989,5.364,1,1.29851e-06,6.49266e-07,0.582354,2.33767,2.33767
0.389,2.089,0.609,0.665,0.989,5.364,1.05,1.66689e-06,8.33454e-07,0.555832,2.30749,2.30749
0.389,2.089,0.609,0.665,0.989,5.364,1.1,2.08149e-06,1.04076e-06,0.529509,2.27752,2.27752
0.389,2.089,0.609,0.665,0.989,5.364,1.15,2.54086e-06,1.27044e-06,0.503361,2.24773,2.24773
0.389,2.089,0.609,0.665,0.989,5.364,1.2,3.04118e-06,1.5206e-06,0.477489,2.21821,2.21821
0.389,2.089,0.609,0.665,0.989,5.364,1.25,3.56526e-06,1.78264e-06,0.452579,2.18974,2.18974
0.389,2.089,0.609,0.665,0.989,5.364,1.3,4.06696e-06,2.03348e-06,0.430374,2.16433,2.16433
0.389,2.089,0.609,0.665,0.989,5.364,1.35,4.5202e-06,2.26011e-06,0.411437,2.14264,2.14264
0.389,2.089,0.609,0.665,0.989,5.364,1.4,4.92901e-06,2.46451e-06,0.395132,2.12394,2.12394
0.389,2.089,0.609,0.665,0.989,5.364,1.45,5.30084e-06,2.65043e-06,0.380859,2.10755,2.10755
0.389,2.089,0.609,0.665,0.989,5.364,1.5,5.64162e-06,2.82082e-06,0.368191,2.093,2.093
0.389,2.089,0.609,0.665,0.989,5.364,1.55,5.95583e-06,2.97792e-06,0.356836,2.07994,2.07994
0.389,2.089,0.609,0.665,0.989,5.364,1.6,6.24697e-06,3.12349e-06,0.346566,2.06812,2.06812
0.389,2.089,0.609,0.665,0.989,5.364,1.65,6.51784e-06,3.25893e-06,0.337214,2.05736,2.05736
0.389,2.089,0.609,0.665,0.989,5.364,1.7,6.7707e-06,3.38535e-06,0.328649,2.04749,2.04749
0.389,2.089,0.609,0.665,0.989,5.364,1.75,7.00742e-06,3.50371e-06,0.320767,2.03841,2.03841
0.389,2.089,0.609,0.665,0.989,5.364,1.8,7.22957e-06,3.61479e-06,0.313484,2.03002,2.03002
0.389,2.089,0.609,0.665,0.989,5.364,1.85,7.4385e-06,3.71925e-06,0.306731,2.02223,2.02223
0.389,2.089,0.609,0.665,0.989,5.364,1.9,7.63536e-06,3.81768e-06,0.30045,2.01498,2.01498
0.389,2.089,0.609,0.665,0.989,5.364,1.95,7.82115e-06,3.91058e-06,0.294592,2.00822,2.00822
0.389,2.089,0.609,0.665,0.989,5.364,2,7.99675e-06,3.99838e-06,0.289115,2.0019,2.0019
0.389,2.089,0.609,0.665,0.989,5.364,2.05,8.16294e-06,4.08147e-06,0.283984,1.99597,1.99597
0.389,2.089,0.609,0.665,0.989,5.364,2.1,8.3204e-06,4.1602e-06,0.279168,1.9904,1.9904
0.389,2.089,0.609,0.665,0.989,5.364,2.15,8.46975e-06,4.23488e-06,0.274639,1.98517,1.98517
0.389,2.089,0.609,0.665,0.989,5.364,2.2,8.61155e-06,4.30578e-06,0.270374,1.98024,1.98024
0.389,2.089,0.609,0.665,0.989,5.364,2.25,8.74628e-06,4.37314e-06,0.266352,1.97559,1.97559
0.389,2.089,0.609,0.665,0.989,5.364,2.3,8.87441e-06,4.43721e-06,0.262554,1.9712,1.9712
0.389,2.089,0.609,0.665,0.989,5.364,2.35,8.99634e-06,4.49817e-06,0.258964,1.96705,1.96705
0.389,2.089,0.609,0.665,0.989,5.364,2.4,9.11244e-06,4.55622e-06,0.255567,1.96311,1.96311
1.431,0.747,0.289,0.765,1.207,1.08,0.4,3.14115e-10,1.60803e-10,0.974905,2.76195,2.76195
1.431,0.747,0.289,0.765,1.207,1.08,0.45,1.1967e-09,6.02024e-10,0.939374,2.70865,2.70865
1.431,0.747,0.289,0.765,1.207,1.08,0.5,4.4024e-09,2.20484e-09,0.90405,2.65307,2.65307
1.431,0.747,0.289,0.765,1.207,1.08,0.55,1.53259e-08,7.66662e-09,0.869147,2.59554,2.59554
1.431,0.747,0.289,0.765,1.207,1.08,0.6,4.96273e-08,2.48176e-08,0.834629,2.53491,2.53491
1.431,0.747,0.289,0.765,1.207,1.08,0.65,1.46162e-07,7.30856e-08,0.800663,2.46741,2.46741
1.431,0.747,0.289,0.765,1.207,1.08,0.7,3.76207e-07,1.88109e-07,0.768257,2.3891,2.3891
1.431,0.747,0.289,0.765,1.207,1.08,0.75,8.23803e-07,4.11907e-07,0.738383,2.29843,2.29843
1.431,0.747,0.289,0.765,1.207,1.08,0.8,1.55072e-06,7.75364e-07,0.711074,2.19681,2.19681
1.431,0.747,0.289,0.765,1.207,1.08,0.85,2.58485e-06,1.29243e-06,0.685854,2.08736,2.08736
1.431,0.747,0.289,0.765,1.207,1.08,0.9,3.92965e-06,1.96483e-06,0.662215,1.97308,1.97308
1.431,0.747,0.289,0.765,1.207,1.08,0.95,5.57615e-06,2.78808e-06,0.639747,1.85606,1.85606
1.431,0.747,0.289,0.765,1.207,1.08,1,7.51035e-06,3.75518e-06,0.618141,1.7376,1.7376
1.431,0.747,0.289,0.765,1.207,1.08,1.05,9.7162e-06,4.8581e-06,0.597178,1.61848,1.61848
1.431,0.747,0.289,0.765,1.207,1.08,1.1,1.21759e-05,6.08796e-06,0.576706,1.49924,1.49924
1.431,0.747,0.289,0.765,1.207,1.08,1.15,1.4868e-05,7.434e-06,0.556635,1.38044,1.38044
1.431,0.747,0.289,0.765,1.207,1.08,1.2,1.77611e-05,8.88055e-06,0.536952,1.26282,1.26282
1.431,0.747,0.289,0.765,1.207,1.08,1.25,2.07963e-05,1.03982e-05,0.517787,1.14799,1.14799
1.431,0.747,0.289,0.765,1.207,1.08,1.3,2.38559e-05,1.19279e-05,0.499528,1.03924,1.03924
1.431,0.747,0.289,0.765,1.207,1.08,1.35,2.67883e-05,1.33942e-05,0.482558,0.940373,0.940373
1.431,0.747,0.289,0.765,1.207,1.08,1.4,2.95036e-05,1.47518e-05,0.466506,0.852748,0.852748
1.431,0.747,0.289,0.765,1.207,1.08,1.45,3.19292e-05,1.59646e-05,0.449607,0.777225,0.777225
1.431,0.747,0.289,0.765,1.207,1.08,1.5,3.39651e-05,1.69826e-05,0.430256,0.715576,0.715576
1.431,0.747,0.289,0.765,1.207,1.08,1.55,3.56072e-05,1.78036e-05,0.409764,0.666963,0.666963
1.431,0.747,0.289,0.765,1.207,1.08,1.6,3.69442e-05,1.84721e-05,0.390085,0.628053,0.628053
1.431,0.747,0.289,0.765,1.207,1.08,1.65,3.80552e-05,1.90276e-05,0.372004,0.596139,0.596139
1.431,0.747,0.289,0.765,1.207,1.08,1.7,3.89957e-05,1.94978e-05,0.355649,0.569409,0.569409
1.431,0.747,0.289,0.765,1.207,1.08,1.75,3.98042e-05,1.99021e-05,0.340914,0.546632,0.546632
1.431,0.747,0.289,0.765,1.207,1.08,1.8,4.05083e-05,2.02542e-05,0.327629,0.526942,0.526942
1.431,0.747,0.289,0.765,1.207,1.08,1.85,4.11282e-05,2.05641e-05,0.315623,0.509718,0.509718
1.431,0.747,0.289,0.765,1.207,1.08,1.9,4.1679e-05,2.08395e-05,0.304734,0.494501,0.494501
1.431,0.747,0.289,0.765,1.207,1.08,1.95,4.21721e-05,2.1086e-05,0.294824,0.480943,0.480943
1.431,0.747,0.289,0.765,1.207,1.08,2,4.26165e-05,2.13082e-05,0.285773,0.468776,0.468776
1.431,0.747,0.289,0.765,1.207,1.08,2.05,4.30193e-05,2.15097e-05,0.277478,0.457791,0.457791
1.431,0.747,0.289,0.765,1.207,1.08,2.1,4.33863e-05,2.16931e-05,0.269852,0.447819,0.447819
1.431,0.747,0.289,0.765,1.207,1.08,2.15,4.37221e-05,2.1861e-05,0.262821,0.438723,0.438723
1.431,0.747,0.289,0.765,1.207,1.08,2.2,4.40304e-05,2.20152e-05,0.256319,0.430392,0.430392
1.431,0.747,0.289,0.765,1.207,1.08,2.25,4.43147e-05,2.21574e-05,0.250291,0.422734,0.422734
1.431,0.747,0.289,0.765,1.207,1.08,2.3,4.45775e-05,2.22888e-05,0.244691,0.415671,0.415671
1.431,0.747,0.289,0.765,1.207,1.08,2.35,4.48212e-05,2.24106e-05,0.239476,0.409136,0.409136
1.431,0.747,0.289,0.765,1.207,1.08,2.4,4.50476e-05,2.25238e-05,0.23461,0.403075,0.403075
0.753,0.399,0.428,0.727,0.574,0.501,0.4,4.1856e-10,2.13081e-10,1.03376,2.75942,2.75942
0.753,0.399,0.428,0.727,0.574,0.501,0.45,1.58682e-09,7.97141e-10,0.996525,2.70647,2.70647
0.753,0.399,0.428,0.727,0.574,0.501,0.5,5.80009e-09,2.90374e-09,0.959505,2.65159,2.65159
0.753,0.399,0.428,0.727,0.574,0.501,0.55,2.00079e-08,1.00077e-08,0.922908,2.59516,2.59516
0.753,0.399,0.428,0.727,0.574,0.501,0.6,6.3885e-08,3.19465e-08,0.886715,2.53651,2.53651
0.753,0.399,0.428,0.727,0.574,0.501,0.65,1.84411e-07,9.22101e-08,0.851066,2.47286,2.47286
0.753,0.399,0.428,0.727,0.574,0.501,0.7,4.63575e-07,2.31793e-07,0.816896,2.40135,2.40135
0.753,0.399,0.428,0.727,0.574,0.501,0.75,9.91462e-07,4.95737e-07,0.785157,2.32115,2.32115
0.753,0.399,0.428,0.727,0.574,0.501,0.8,1.82552e-06,9.12763e-07,0.755954,2.23363,2.23363
0.753,0.399,0.428,0.727,0.574,0.501,0.85,2.98058e-06,1.49029e-06,0.7289,2.14126,2.14126
0.753,0.399,0.428,0.727,0.574,0.501,0.9,4.44309e-06,2.22155e-06,0.703546,2.04653,2.04653
0.753,0.399,0.428,0.727,0.574,0.501,0.95,6.18666e-06,3.09333e-06,0.679519,1.95118,1.95118
0.753,0.399,0.428,0.727,0.574,0.501,1,8.18105e-06,4.09053e-06,0.656532,1.85634,1.85634
0.753,0.399,0.428,0.727,0.574,0.501,1.05,1.03955e-05,5.19775e-06,0.634387,1.76268,1.76268
0.753,0.399,0.428,0.727,0.574,0.501,1.1,1.27986e-05,6.39929e-06,0.612956,1.6707,1.6707
0.753,0.399,0.428,0.727,0.574,0.501,1.15,1.53562e-05,7.6781e-06,0.592186,1.58087,1.58087
0.753,0.399,0.428,0.727,0.574,0.501,1.2,1.80272e-05,9.0136e-06,0.572101,1.49381,1.49381
0.753,0.399,0.428,0.727,0.574,0.501,1.25,2.07566e-05,1.03783e-05,0.552834,1.41042,1.41042
0.753,0.399,0.428,0.727,0.574,0.501,1.3,2.34709e-05,1.17355e-05,0.534627,1.33202,1.33202
0.753,0.399,0.428,0.727,0.574,0.501,1.35,2.60908e-05,1.30454e-05,0.517746,1.25991,1.25991
0.753,0.399,0.428,0.727,0.574,0.501,1.4,2.8562e-05,1.4281e-05,0.502299,1.19461,1.19461
0.753,0.399,0.428,0.727,0.574,0.501,1.45,3.08671e-05,1.54335e-05,0.488197,1.13578,1.13578
0.753,0.399,0.428,0.727,0.574,0.501,1.5,3.30095e-05,1.65048e-05,0.475263,1.08268,1.08268
0.753,0.399,0.428,0.727,0.574,0.501,1.55,3.49995e-05,1.74997e-05,0.463318,1.03463,1.03463
0.753,0.399,0.428,0.727,0.574,0.501,1.6,3.68475e-05,1.84238e-05,0.452195,0.990977,0.990977
0.753,0.399,0.428,0.727,0.574,0.501,1.65,3.85627e-05,1.92813e-05,0.441752,0.951247,0.951247
0.753,0.399,0.428,0.727,0.574,0.501,1.7,4.01519e-05,2.0076e-05,0.431862,0.915059,0.915059
0.753,0.399,0.428,0.727,0.574,0.501,1.75,4.16204e-05,2.08102e-05,0.422416,0.882126,0.882126
0.753,0.399,0.428,0.727,0.574,0.501,1.8,4.29721e-05,2.1486e-05,0.413322,0.852217,0.852217
0.753,0.399,0.428,0.727,0.574,0.501,1.85,4.42107e-05,2.21054e-05,0.404518,0.825133,0.825133
0.753,0.399,0.428,0.727,0.574,0.501,1.9,4.53416e-05,2.26708e-05,0.395975,0.800665,0.800665
0.753,0.399,0.428,0.727,0.574,0.501,1.95,4.63717e-05,2.31859e-05,0.387695,0.778585,0.778585
0.753,0.399,0.428,0.727,0.574,0.501,2,4.73096e-05,2.36548e-05,0.379694,0.758649,0.758649
0.753,0.399,0.428,0.727,0.574,0.501,2.05,4.81645e-05,2.40822e-05,0.371995,0.740611,0.740611
0.753,0.399,0.428,0.727,0.574,0.501,2.1,4.89454e-05,2.44727e-05,0.364616,0.724242,0.724242
0.753,0.399,0.428,0.727,0.574,0.501,2.15,4.96607e-05,2.48303e-05,0.357565,0.709337,0.709337
0.753,0.399,0.428,0.727,0.574,0.501,2.2,5.03178e-05,2.51589e-05,0.350845,0.695716,0.695716
0.753,0.399,0.428,0.727,0.574,0.501,2.25,5.09235e-05,2.54617e-05,0.34445,0.683225,0.683225
0.753,0.399,0.428,0.727,0.574,0.501,2.3,5.14832e-05,2.57416e-05,0.338372,0.67173,0.67173
0.753,0.399,0.428,0.727,0.574,0.501,2.35,5.20021e-05,2.60011e-05,0.332599,0.661118,0.661118
0.753,0.399,0.428,0.727,0.574,0.501,2.4,5.24843e-05,2.62422e-05,0.327117,0.651292,0.651292
0.651,11.076,0.4,2.115,0.413,0.367,0.4,9.67766e-10,4.87428e-10,0.861755,2.67553,2.67553
0.651,11.076,0.4,2.115,0.413,0.367,0.45,3.57229e-09,1.78961e-09,0.820767,2.6178,2.6178
0.651,11.076,0.4,2.115,0.413,0.367,0.5,1.25331e-08,6.26997e-09,0.776361,2.55694,2.55694
0.651,11.076,0.4,2.115,0.413,0.367,0.55,4.08787e-08,2.04427e-08,0.726256,2.48962,2.48962
0.651,11.076,0.4,2.115,0.413,0.367,0.6,1.21368e-07,6.06875e-08,0.666444,2.40854,2.40854
0.651,11.076,0.4,2.115,0.413,0.367,0.65,3.18048e-07,1.59027e-07,0.592657,2.30492,2.30492
0.651,11.076,0.4,2.115,0.413,0.367,0.7,7.12612e-07,3.56309e-07,0.50376,2.17563,2.17563
0.651,11.076,0.4,2.115,0.413,0.367,0.75,1.36043e-06,6.80216e-07,0.403671,2.02727,2.02727
0.651,11.076,0.4,2.115,0.413,0.367,0.8,2.25263e-06,1.12632e-06,0.300012,1.87233,1.87233
0.651,11.076,0.4,2.115,0.413,0.367,0.85,3.21804e-06,1.60902e-06,0.209053,1.73572,1.73572
0.651,11.076,0.4,2.115,0.413,0.367,0.9,3.8583e-06,1.92915e-06,0.156084,1.65589,1.65589
0.651,11.076,0.4,2.115,0.413,0.367,0.95,4.23242e-06,2.11621e-06,0.127136,1.61217,1.61217
0.651,11.076,0.4,2.115,0.413,0.367,1,4.48157e-06,2.24079e-06,0.108555,1.58407,1.58407
0.651,11.076,0.4,2.115,0.413,0.367,1.05,4.66195e-06,2.33098e-06,0.0954198,1.56419,1.56419
0.651,11.076,0.4,2.115,0.413,0.367,1.1,4.79954e-06,2.39977e-06,0.085569,1.54927,1.54927
0.651,11.076,0.4,2.115,0.413,0.367,1.15,4.90837e-06,2.45419e-06,0.0778758,1.53762,1.53762
0.651,11.076,0.4,2.115,0.413,0.367,1.2,4.99681e-06,2.49841e-06,0.0716856,1.52823,1.52823
0.651,11.076,0.4,2.115,0.413,0.367,1.25,5.07022e-06,2.53511e-06,0.0665888,1.5205,1.5205
0.651,11.076,0.4,2.115,0.413,0.367,1.3,5.1322e-06,2.5661e-06,0.0623144,1.51402,1.51402
0.651,11.076,0.4,2.115,0.413,0.367,1.35,5.18525e-06,2.59263e-06,0.0586752,1.5085,1.5085
0.651,11.076,0.4,2.115,0.413,0.367,1.4,5.23121e-06,2.61561e-06,0.0555377,1.50374,1.50374
0.651,11.076,0.4,2.115,0.413,0.367,1.45,5.27143e-06,2.63572e-06,0.0528037,1.49959,1.49959
0.651,11.076,0.4,2.115,0.413,0.367,1.5,5.30692e-06,2.65346e-06,0.0503993,1.49594,1.49594
0.651,11.076,0.4,2.115,0.413,0.367,1.55,5.33848e-06,2.66924e-06,0.0482681,1.4927,1.4927
0.651,11.076,0.4,2.115,0.413,0.367,1.6,5.36673e-06,2.68337e-06,0.0463656,1.48981,1.48981
0.651,11.076,0.4,2.115,0.413,0.367,1.65,5.39217e-06,2.69608e-06,0.0446567,1.48722,1.48722
0.651,11.076,0.4,2.115,0.413,0.367,1.7,5.41519e-06,2.7076e-06,0.0431133,1.48487,1.48487
0.651,11.076,0.4,2.115,0.413,0.367,1.75,5.43613e-06,2.71807e-06,0.0417125,1.48274,1.48274
0.651,11.076,0.4,2.115,0.413,0.367,1.8,5.45526e-06,2.72763e-06,0.0404354,1.4808,1.4808
0.651,11.076,0.4,2.115,0.413,0.367,1.85,5.4728e-06,2.7364e-06,0.0392663,1.47903,1.47903
0.651,11.076,0.4,2.115,0.413,0.367,1.9,5.48893e-06,2.74447e-06,0.0381922,1.4774,1.4774
0.651,11.076,0.4,2.115,0.413,0.367,1.95,5.50383e-06,2.75192e-06,0.037202,1.47589,1.47589
0.651,11.076,0.4,2.115,0.413,0.367,2,5.51763e-06,2.75881e-06,0.0362863,1.4745,1.4745
0.651,11.076,0.4,2.115,0.413,0.367,2.05,5.53043e-06,2.76522e-06,0.0354372,1.47321,1.47321
0.651,11.076,0.4,2.115,0.413,0.367,2.1,5.54236e-06,2.77118e-06,0.0346476,1.47201,1.47201
0.651,11.076,0.4,2.115,0.413,0.367,2.15,5.55348e-06,2.77674e-06,0.0339117,1.47089,1.47089
0.651,11.076,0.4,2.115,0.413,0.367,2.2,5.56388e-06,2.78194e-06,0.0332242,1.46985,1.46985
0.651,11.076,0.4,2.115,0.413,0.367,2.25,5.57363e-06,2.78682e-06,0.0325805,1.46887,1.46887
0.651,11.076,0.4,2.115,0.413,0.367,2.3,5.58278e-06,2.79139e-06,0.0319768,1.46795,1.46795
0.651,11.076,0.4,2.115,0.413,0.367,2.35,5.59138e-06,2.79569e-06,0.0314094,1.46709,1.46709
0.651,11.076,0.4,2.115,0.413,0.367,2.4,5.59949e-06,2.79975e-06,0.0308752,1.46628,1.46628
0.548,5.682,0.584,3.242,2.938,0.329,0.4,6.066e-09,3.03647e-09,0.820028,2.58354,2.58354
0.548,5.682,0.584,3.242,2.938,0.329,0.45,2.23792e-08,1.11931e-08,0.773504,2.51579,2.51579
0.548,5.682,0.584,3.242,2.938,0.329,0.5,7.84879e-08,3.92475e-08,0.719262,2.43289,2.43289
0.548,5.682,0.584,3.242,2.938,0.329,0.55,2.55032e-07,1.2752e-07,0.650617,2.31678,2.31678
0.548,5.682,0.584,3.242,2.938,0.329,0.6,7.49696e-07,3.74851e-07,0.557337,2.14098,2.14098
0.548,5.682,0.584,3.242,2.938,0.329,0.65,1.94354e-06,9.71773e-07,0.42809,1.88315,1.88315
0.548,5.682,0.584,3.242,2.938,0.329,0.7,4.30904e-06,2.15452e-06,0.262035,1.54595,1.54595
0.548,5.682,0.584,3.242,2.938,0.329,0.75,7.28342e-06,3.64171e-06,0.109263,1.23284,1.23284
0.548,5.682,0.584,3.242,2.938,0.329,0.8,8.34832e-06,4.17416e-06,0.0623063,1.13606,1.13606
0.548,5.682,0.584,3.242,2.938,0.329,0.85,8.77518e-06,4.38759e-06,0.0442995,1.09889,1.09889
0.548,5.682,0.584,3.242,2.938,0.329,0.9,9.01047e-06,4.50523e-06,0.0345531,1.07875,1.07875
0.548,5.682,0.584,3.242,2.938,0.329,0.95,9.15905e-06,4.57953e-06,0.0284605,1.06616,1.06616
0.548,5.682,0.584,3.242,2.938,0.329,1,9.26091e-06,4.63046e-06,0.0243107,1.05759,1.05759
0.548,5.682,0.584,3.242,2.938,0.329,1.05,9.33484e-06,4.66742e-06,0.0213123,1.05139,1.05139
0.548,5.682,0.584,3.242,2.938,0.329,1.1,9.39083e-06,4.69541e-06,0.0190494,1.04671,1.04671
0.548,5.682,0.584,3.242,2.938,0.329,1.15,9.43463e-06,4.71731e-06,0.0172833,1.04306,1.04306
0.548,5.682,0.584,3.242,2.938,0.329,1.2,9.4698e-06,4.7349e-06,0.0158679,1.04013,1.04013
0.548,5.682,0.584,3.242,2.938,0.329,1.25,9.49864e-06,4.74932e-06,0.0147089,1.03773,1.03773
0.548,5.682,0.584,3.242,2.938,0.329,1.3,9.52271e-06,4.76136e-06,0.0137429,1.03574,1.03574
0.548,5.682,0.584,3.242,2.938,0.329,1.35,9.5431e-06,4.77155e-06,0.0129259,1.03405,1.03405
0.548,5.682,0.584,3.242,2.938,0.329,1.4,9.56058e-06,4.78029e-06,0.012226,1.0326,1.0326
