Wd,Ld,Wl,Ll,W9,L9,Vbias,I_tail,I_rama,Va,Vx,Vy
1.159,8.587,2.642,1.306,0.439,4.985,1.3,1.97006e-06,9.85038e-07,0.47872,2.36128,2.36128
1.159,8.587,2.642,1.306,0.439,4.985,1.35,2.21757e-06,1.10879e-06,0.461424,2.3491,2.3491
1.159,8.587,2.642,1.306,0.439,4.985,1.4,2.44687e-06,1.22344e-06,0.446264,2.3385,2.3385
1.159,8.587,2.642,1.306,0.439,4.985,1.45,2.65935e-06,1.32968e-06,0.432849,2.32918,2.32918
1.159,8.587,2.642,1.306,0.439,4.985,1.5,2.85718e-06,1.4286e-06,0.420836,2.32086,2.32086
1.159,8.587,2.642,1.306,0.439,4.985,1.55,3.04219e-06,1.5211e-06,0.409979,2.31337,2.31337
1.159,8.587,2.642,1.306,0.439,4.985,1.6,3.21584e-06,1.60793e-06,0.400085,2.30657,2.30657
1.159,8.587,2.642,1.306,0.439,4.985,1.65,3.37934e-06,1.68968e-06,0.391012,2.30034,2.30034
1.159,8.587,2.642,1.306,0.439,4.985,1.7,3.53367e-06,1.76684e-06,0.382647,2.29461,2.29461
1.159,8.587,2.642,1.306,0.439,4.985,1.75,3.67966e-06,1.83984e-06,0.3749,2.28931,2.28931
1.159,8.587,2.642,1.306,0.439,4.985,1.8,3.81802e-06,1.90902e-06,0.367698,2.28439,2.28439
1.159,8.587,2.642,1.306,0.439,4.985,1.85,3.94934e-06,1.97468e-06,0.360981,2.2798,2.2798
1.159,8.587,2.642,1.306,0.439,4.985,1.9,4.07417e-06,2.03709e-06,0.354699,2.27552,2.27552
1.159,8.587,2.642,1.306,0.439,4.985,1.95,4.19297e-06,2.09649e-06,0.348809,2.27151,2.27151
1.159,8.587,2.642,1.306,0.439,4.985,2,4.30614e-06,2.15308e-06,0.343273,2.26774,2.26774
1.159,8.587,2.642,1.306,0.439,4.985,2.05,4.41406e-06,2.20704e-06,0.338062,2.26419,2.26419
1.159,8.587,2.642,1.306,0.439,4.985,2.1,4.51705e-06,2.25853e-06,0.333147,2.26085,2.26085
1.159,8.587,2.642,1.306,0.439,4.985,2.15,4.61543e-06,2.30772e-06,0.328504,2.2577,2.2577
1.159,8.587,2.642,1.306,0.439,4.985,2.2,4.70944e-06,2.35473e-06,0.324112,2.25471,2.25471
1.159,8.587,2.642,1.306,0.439,4.985,2.25,4.79935e-06,2.39968e-06,0.319952,2.25189,2.25189
1.159,8.587,2.642,1.306,0.439,4.985,2.3,4.88538e-06,2.44269e-06,0.316008,2.24921,2.24921
1.159,8.587,2.642,1.306,0.439,4.985,2.35,4.96773e-06,2.48387e-06,0.312265,2.24667,2.24667
1.159,8.587,2.642,1.306,0.439,4.985,2.4,5.0466e-06,2.5233e-06,0.308708,2.24426,2.24426
0.392,0.97,0.839,1.45,0.831,2.089,0.4,1.90402e-10,9.89561e-11,0.970478,2.77995,2.77995
0.392,0.97,0.839,1.45,0.831,2.089,0.45,7.12541e-10,3.5995e-10,0.93502,2.72903,2.72903
0.392,0.97,0.839,1.45,0.831,2.089,0.5,2.54969e-09,1.27847e-09,0.89961,2.67653,2.67653
0.392,0.97,0.839,1.45,0.831,2.089,0.55,8.54204e-09,4.27465e-09,0.864383,2.62321,2.62321
0.392,0.97,0.839,1.45,0.831,2.089,0.6,2.63267e-08,1.31671e-08,0.829297,2.56949,2.56949
0.392,0.97,0.839,1.45,0.831,2.089,0.65,7.24783e-08,3.62432e-08,0.794836,2.5154,2.5154
0.392,0.97,0.839,1.45,0.831,2.089,0.7,1.72162e-07,8.60858e-08,0.761884,2.46091,2.46091
0.392,0.97,0.839,1.45,0.831,2.089,0.75,3.50585e-07,1.75297e-07,0.730748,2.40586,2.40586
0.392,0.97,0.839,1.45,0.831,2.089,0.8,6.25127e-07,3.12569e-07,0.701187,2.34998,2.34998
0.392,0.97,0.839,1.45,0.831,2.089,0.85,1.00423e-06,5.02122e-07,0.672835,2.29315,2.29315
0.392,0.97,0.839,1.45,0.831,2.089,0.9,1.49011e-06,7.45057e-07,0.645362,2.23547,2.23547
0.392,0.97,0.839,1.45,0.831,2.089,0.95,2.08164e-06,1.04083e-06,0.618505,2.17715,2.17715
0.392,0.97,0.839,1.45,0.831,2.089,1,2.77628e-06,1.38815e-06,0.592071,2.11844,2.11844
0.392,0.97,0.839,1.45,0.831,2.089,1.05,3.57077e-06,1.78539e-06,0.565927,2.05954,2.05954
0.392,0.97,0.839,1.45,0.831,2.089,1.1,4.4611e-06,2.23055e-06,0.539999,2.00065,2.00065
0.392,0.97,0.839,1.45,0.831,2.089,1.15,5.44134e-06,2.72067e-06,0.514288,1.942,1.942
0.392,0.97,0.839,1.45,0.831,2.089,1.2,6.49847e-06,3.24924e-06,0.488959,1.88414,1.88414
0.392,0.97,0.839,1.45,0.831,2.089,1.25,7.59088e-06,3.79544e-06,0.46475,1.82886,1.82886
0.392,0.97,0.839,1.45,0.831,2.089,1.3,8.63424e-06,4.31712e-06,0.443086,1.77946,1.77946
0.392,0.97,0.839,1.45,0.831,2.089,1.35,9.58346e-06,4.79173e-06,0.424385,1.73689,1.73689
0.392,0.97,0.839,1.45,0.831,2.089,1.4,1.04439e-05,5.22197e-06,0.408136,1.69996,1.69996
0.392,0.97,0.839,1.45,0.831,2.089,1.45,1.12289e-05,5.61445e-06,0.39382,1.66749,1.66749
0.392,0.97,0.839,1.45,0.831,2.089,1.5,1.19496e-05,5.97481e-06,0.381055,1.63858,1.63858
0.392,0.97,0.839,1.45,0.831,2.089,1.55,1.26148e-05,6.30742e-06,0.369568,1.61261,1.61261
0.392,0.97,0.839,1.45,0.831,2.089,1.6,1.32316e-05,6.6158e-06,0.359149,1.58909,1.58909
0.392,0.97,0.839,1.45,0.831,2.089,1.65,1.38056e-05,6.90278e-06,0.349637,1.56764,1.56764
0.392,0.97,0.839,1.45,0.831,2.089,1.7,1.43414e-05,7.17068e-06,0.340909,1.54799,1.54799
0.392,0.97,0.839,1.45,0.831,2.089,1.75,1.48429e-05,7.42145e-06,0.332862,1.52989,1.52989
0.392,0.97,0.839,1.45,0.831,2.089,1.8,1.53135e-05,7.65674e-06,0.325416,1.51316,1.51316
0.392,0.97,0.839,1.45,0.831,2.089,1.85,1.57559e-05,7.87795e-06,0.318502,1.49765,1.49765
0.392,0.97,0.839,1.45,0.831,2.089,1.9,1.61726e-05,8.08631e-06,0.312063,1.48321,1.48321
0.392,0.97,0.839,1.45,0.831,2.089,1.95,1.65658e-05,8.28288e-06,0.306052,1.46975,1.46975
0.392,0.97,0.839,1.45,0.831,2.089,2,1.69372e-05,8.46861e-06,0.300426,1.45716,1.45716
0.392,0.97,0.839,1.45,0.831,2.089,2.05,1.72886e-05,8.64431e-06,0.29515,1.44536,1.44536
0.392,0.97,0.839,1.45,0.831,2.089,2.1,1.76215e-05,8.81073e-06,0.290194,1.43429,1.43429
0.392,0.97,0.839,1.45,0.831,2.089,2.15,1.79371e-05,8.96853e-06,0.285529,1.42388,1.42388
0.392,0.97,0.839,1.45,0.831,2.089,2.2,1.82366e-05,9.11831e-06,0.281133,1.41407,1.41407
0.392,0.97,0.839,1.45,0.831,2.089,2.25,1.85212e-05,9.26059e-06,0.276983,1.40482,1.40482
0.392,0.97,0.839,1.45,0.831,2.089,2.3,1.87917e-05,9.39586e-06,0.273062,1.39609,1.39609
0.392,0.97,0.839,1.45,0.831,2.089,2.35,1.90491e-05,9.52457e-06,0.269352,1.38783,1.38783
0.392,0.97,0.839,1.45,0.831,2.089,2.4,1.92942e-05,9.64711e-06,0.265839,1.38001,1.38001
0.83,3.923,3.273,0.835,0.799,1.894,0.4,1.93965e-10,1.00769e-10,0.938285,2.83847,2.83847
0.83,3.923,3.273,0.835,0.799,1.894,0.45,7.2711e-10,3.67283e-10,0.902608,2.78975,2.78975
0.83,3.923,3.273,0.835,0.799,1.894,0.5,2.60842e-09,1.30793e-09,0.866379,2.74086,2.74086
0.83,3.923,3.273,0.835,0.799,1.894,0.55,8.76924e-09,4.38849e-09,0.829487,2.69273,2.69273
0.83,3.923,3.273,0.835,0.799,1.894,0.6,2.71521e-08,1.35804e-08,0.791698,2.64574,2.64574
0.83,3.923,3.273,0.835,0.799,1.894,0.65,7.52086e-08,3.76099e-08,0.753075,2.60109,2.60109
0.83,3.923,3.273,0.835,0.799,1.894,0.7,1.79807e-07,8.99111e-08,0.714133,2.56057,2.56057
0.83,3.923,3.273,0.835,0.799,1.894,0.75,3.68057e-07,1.84039e-07,0.675399,2.52477,2.52477
0.83,3.923,3.273,0.835,0.799,1.894,0.8,6.58564e-07,3.29296e-07,0.637061,2.49296,2.49296
0.83,3.923,3.273,0.835,0.799,1.894,0.85,1.06014e-06,5.30087e-07,0.599074,2.46416,2.46416
0.83,3.923,3.273,0.835,0.799,1.894,0.9,1.57473e-06,7.87383e-07,0.561355,2.43756,2.43756
0.83,3.923,3.273,0.835,0.799,1.894,0.95,2.20053e-06,1.10029e-06,0.523857,2.41254,2.41254
0.83,3.923,3.273,0.835,0.799,1.894,1,2.93369e-06,1.46687e-06,0.486588,2.38869,2.38869
0.83,3.923,3.273,0.835,0.799,1.894,1.05,3.768e-06,1.88402e-06,0.449641,2.36577,2.36577
0.83,3.923,3.273,0.835,0.799,1.894,1.1,4.68837e-06,2.34421e-06,0.413409,2.3438,2.3438
0.83,3.923,3.273,0.835,0.799,1.894,1.15,5.63224e-06,2.81614e-06,0.379769,2.32371,2.32371
0.83,3.923,3.273,0.835,0.799,1.894,1.2,6.47715e-06,3.2386e-06,0.351948,2.30727,2.30727
0.83,3.923,3.273,0.835,0.799,1.894,1.25,7.19724e-06,3.59864e-06,0.329612,2.29416,2.29416
0.83,3.923,3.273,0.835,0.799,1.894,1.3,7.81967e-06,3.90985e-06,0.311171,2.28337,2.28337
0.83,3.923,3.273,0.835,0.799,1.894,1.35,8.3667e-06,4.18337e-06,0.295545,2.27426,2.27426
0.83,3.923,3.273,0.835,0.799,1.894,1.4,8.85366e-06,4.42685e-06,0.282048,2.2664,2.2664
0.83,3.923,3.273,0.835,0.799,1.894,1.45,9.29143e-06,4.64573e-06,0.270219,2.25953,2.25953
0.83,3.923,3.273,0.835,0.799,1.894,1.5,9.68804e-06,4.84404e-06,0.259731,2.25344,2.25344
0.83,3.923,3.273,0.835,0.799,1.894,1.55,1.00496e-05,5.02484e-06,0.250352,2.248,2.248
0.83,3.923,3.273,0.835,0.799,1.894,1.6,1.0381e-05,5.19054e-06,0.241898,2.2431,2.2431
0.83,3.923,3.273,0.835,0.799,1.894,1.65,1.06861e-05,5.34309e-06,0.23423,2.23865,2.23865
0.83,3.923,3.273,0.835,0.799,1.894,1.7,1.09681e-05,5.48407e-06,0.227237,2.2346,2.2346
0.83,3.923,3.273,0.835,0.799,1.894,1.75,1.12295e-05,5.61478e-06,0.220831,2.2309,2.2309
0.83,3.923,3.273,0.835,0.799,1.894,1.8,1.14726e-05,5.73633e-06,0.214938,2.22749,2.22749
0.83,3.923,3.273,0.835,0.799,1.894,1.85,1.16993e-05,5.84966e-06,0.209498,2.22434,2.22434
0.83,3.923,3.273,0.835,0.799,1.894,1.9,1.19111e-05,5.95556e-06,0.20446,2.22142,2.22142
0.83,3.923,3.273,0.835,0.799,1.894,1.95,1.21094e-05,6.05473e-06,0.199782,2.21872,2.21872
0.83,3.923,3.273,0.835,0.799,1.894,2,1.22955e-05,6.14776e-06,0.195427,2.2162,2.2162
0.83,3.923,3.273,0.835,0.799,1.894,2.05,1.24703e-05,6.23519e-06,0.191363,2.21385,2.21385
0.83,3.923,3.273,0.835,0.799,1.894,2.1,1.26349e-05,6.31748e-06,0.187563,2.21165,2.21165
0.83,3.923,3.273,0.835,0.799,1.894,2.15,1.279e-05,6.39503e-06,0.184003,2.2096,2.2096
0.83,3.923,3.273,0.835,0.799,1.894,2.2,1.29364e-05,6.46823e-06,0.180663,2.20766,2.20766
0.83,3.923,3.273,0.835,0.799,1.894,2.25,1.30747e-05,6.53739e-06,0.177524,2.20585,2.20585
0.83,3.923,3.273,0.835,0.799,1.894,2.3,1.32056e-05,6.6028e-06,0.17457,2.20414,2.20414
0.83,3.923,3.273,0.835,0.799,1.894,2.35,1.33294e-05,6.66473e-06,0.171785,2.20253,2.20253
0.83,3.923,3.273,0.835,0.799,1.894,2.4,1.34468e-05,6.72343e-06,0.169158,2.20101,2.20101
1.529,0.412,0.397,0.629,0.696,1.379,0.4,2.04979e-10,1.0634e-10,1.05485,2.79176,2.79176
1.529,0.412,0.397,0.629,0.696,1.379,0.45,7.7222e-10,3.89882e-10,1.01856,2.74109,2.74109
1.529,0.412,0.397,0.629,0.696,1.379,0.5,2.79424e-09,1.40083e-09,0.982838,2.68898,2.68898
1.529,0.412,0.397,0.629,0.696,1.379,0.55,9.50771e-09,4.75756e-09,0.948174,2.6362,2.6362
1.529,0.412,0.397,0.629,0.696,1.379,0.6,2.98992e-08,1.49534e-08,0.914787,2.58312,2.58312
1.529,0.412,0.397,0.629,0.696,1.379,0.65,8.45473e-08,4.22778e-08,0.883163,2.52961,2.52961
1.529,0.412,0.397,0.629,0.696,1.379,0.7,2.06797e-07,1.03403e-07,0.85436,2.47541,2.47541
1.529,0.412,0.397,0.629,0.696,1.379,0.75,4.31388e-07,2.15699e-07,0.829083,2.42037,2.42037
1.529,0.412,0.397,0.629,0.696,1.379,0.8,7.81959e-07,3.90985e-07,0.80717,2.36425,2.36425
1.529,0.412,0.397,0.629,0.696,1.379,0.85,1.26907e-06,6.3454e-07,0.78801,2.30695,2.30695
1.529,0.412,0.397,0.629,0.696,1.379,0.9,1.89445e-06,9.47232e-07,0.770962,2.24862,2.24862
1.529,0.412,0.397,0.629,0.696,1.379,0.95,2.65548e-06,1.32774e-06,0.755505,2.18949,2.18949
1.529,0.412,0.397,0.629,0.696,1.379,1,3.54782e-06,1.77391e-06,0.74125,2.12981,2.12981
1.529,0.412,0.397,0.629,0.696,1.379,1.05,4.56664e-06,2.28332e-06,0.727919,2.06981,2.06981
1.529,0.412,0.397,0.629,0.696,1.379,1.1,5.70701e-06,2.85351e-06,0.715309,2.00965,2.00965
1.529,0.412,0.397,0.629,0.696,1.379,1.15,6.96389e-06,3.48195e-06,0.703273,1.94943,1.94943
1.529,0.412,0.397,0.629,0.696,1.379,1.2,8.33199e-06,4.166e-06,0.691704,1.88928,1.88928
1.529,0.412,0.397,0.629,0.696,1.379,1.25,9.80536e-06,4.90268e-06,0.680526,1.82928,1.82928
1.529,0.412,0.397,0.629,0.696,1.379,1.3,1.13767e-05,5.68834e-06,0.669688,1.76957,1.76957
1.529,0.412,0.397,0.629,0.696,1.379,1.35,1.30355e-05,6.51776e-06,0.65917,1.71037,1.71037
1.529,0.412,0.397,0.629,0.696,1.379,1.4,1.47645e-05,7.38223e-06,0.648992,1.65208,1.65208
1.529,0.412,0.397,0.629,0.696,1.379,1.45,1.65327e-05,8.26636e-06,0.639241,1.59545,1.59545
1.529,0.412,0.397,0.629,0.696,1.379,1.5,1.82964e-05,9.14822e-06,0.630051,1.54149,1.54149
1.529,0.412,0.397,0.629,0.696,1.379,1.55,2.00192e-05,1.00096e-05,0.621505,1.49089,1.49089
1.529,0.412,0.397,0.629,0.696,1.379,1.6,2.16854e-05,1.08427e-05,0.613578,1.44367,1.44367
1.529,0.412,0.397,0.629,0.696,1.379,1.65,2.32926e-05,1.16463e-05,0.606203,1.39955,1.39955
1.529,0.412,0.397,0.629,0.696,1.379,1.7,2.4842e-05,1.2421e-05,0.59931,1.35819,1.35819
1.529,0.412,0.397,0.629,0.696,1.379,1.75,2.63361e-05,1.3168e-05,0.59284,1.31931,1.31931
1.529,0.412,0.397,0.629,0.696,1.379,1.8,2.77773e-05,1.38886e-05,0.586742,1.28265,1.28265
1.529,0.412,0.397,0.629,0.696,1.379,1.85,2.91679e-05,1.45839e-05,0.580977,1.248,1.248
1.529,0.412,0.397,0.629,0.696,1.379,1.9,3.051e-05,1.5255e-05,0.575508,1.2152,1.2152
1.529,0.412,0.397,0.629,0.696,1.379,1.95,3.18056e-05,1.59028e-05,0.570308,1.18408,1.18408
1.529,0.412,0.397,0.629,0.696,1.379,2,3.30563e-05,1.65282e-05,0.56535,1.15452,1.15452
1.529,0.412,0.397,0.629,0.696,1.379,2.05,3.42638e-05,1.71319e-05,0.560614,1.1264,1.1264
1.529,0.412,0.397,0.629,0.696,1.379,2.1,3.54296e-05,1.77148e-05,0.556079,1.09962,1.09962
1.529,0.412,0.397,0.629,0.696,1.379,2.15,3.65549e-05,1.82775e-05,0.551727,1.07411,1.07411
1.529,0.412,0.397,0.629,0.696,1.379,2.2,3.7641e-05,1.88205e-05,0.547543,1.04977,1.04977
1.529,0.412,0.397,0.629,0.696,1.379,2.25,3.8689e-05,1.93445e-05,0.543512,1.02655,1.02655
1.529,0.412,0.397,0.629,0.696,1.379,2.3,3.96998e-05,1.98499e-05,0.539621,1.00438,1.00438
1.529,0.412,0.397,0.629,0.696,1.379,2.35,4.06744e-05,2.03372e-05,0.535854,0.98322,0.98322
1.529,0.412,0.397,0.629,0.696,1.379,2.4,4.16133e-05,2.08067e-05,0.5322,0.963016,0.963016
1.93,1.806,0.223,1.085,1.276,0.324,0.4,2.46776e-09,1.23754e-09,0.905889,2.65834,2.65834
1.93,1.806,0.223,1.085,1.276,0.324,0.45,9.17485e-09,4.59116e-09,0.869376,2.59649,2.59649
1.93,1.806,0.223,1.085,1.276,0.324,0.5,3.26379e-08,1.63231e-08,0.831976,2.5284,2.5284
1.93,1.806,0.223,1.085,1.276,0.324,0.55,1.08647e-07,5.43283e-08,0.793418,2.44677,2.44677
1.93,1.806,0.223,1.085,1.276,0.324,0.6,3.31384e-07,1.65697e-07,0.75325,2.33772,2.33772
1.93,1.806,0.223,1.085,1.276,0.324,0.65,9.01616e-07,4.50812e-07,0.710651,2.18329,2.18329
1.93,1.806,0.223,1.085,1.276,0.324,0.7,2.11536e-06,1.05768e-06,0.6655,1.97576,1.97576
1.93,1.806,0.223,1.085,1.276,0.324,0.75,4.22956e-06,2.11478e-06,0.618695,1.7257,1.7257
1.93,1.806,0.223,1.085,1.276,0.324,0.8,7.34461e-06,3.67231e-06,0.571268,1.45065,1.45065
1.93,1.806,0.223,1.085,1.276,0.324,0.85,1.14139e-05,5.70696e-06,0.523976,1.16514,1.16514
1.93,1.806,0.223,1.085,1.276,0.324,0.9,1.63021e-05,8.15106e-06,0.476916,0.879179,0.879179
1.93,1.806,0.223,1.085,1.276,0.324,0.95,2.15431e-05,1.07715e-05,0.393097,0.613244,0.613244
1.93,1.806,0.223,1.085,1.276,0.324,1,2.5377e-05,1.26885e-05,0.272052,0.436696,0.436696
1.93,1.806,0.223,1.085,1.276,0.324,1.05,2.71103e-05,1.35551e-05,0.210373,0.360773,0.360773
1.93,1.806,0.223,1.085,1.276,0.324,1.1,2.80409e-05,1.40204e-05,0.176496,0.320885,0.320885
1.93,1.806,0.223,1.085,1.276,0.324,1.15,2.86498e-05,1.43249e-05,0.154156,0.295095,0.295095
1.93,1.806,0.223,1.085,1.276,0.324,1.2,2.9089e-05,1.45445e-05,0.137986,0.276643,0.276643
1.93,1.806,0.223,1.085,1.276,0.324,1.25,2.94244e-05,1.47122e-05,0.125612,0.262633,0.262633
1.93,1.806,0.223,1.085,1.276,0.324,1.3,2.96906e-05,1.48453e-05,0.115783,0.251565,0.251565
1.93,1.806,0.223,1.085,1.276,0.324,1.35,2.99077e-05,1.49539e-05,0.107757,0.242567,0.242567
1.93,1.806,0.223,1.085,1.276,0.324,1.4,3.00887e-05,1.50443e-05,0.101066,0.23509,0.23509
1.93,1.806,0.223,1.085,1.276,0.324,1.45,3.0242e-05,1.5121e-05,0.0953944,0.228769,0.228769
1.93,1.806,0.223,1.085,1.276,0.324,1.5,3.03738e-05,1.51869e-05,0.0905196,0.223348,0.223348
1.93,1.806,0.223,1.085,1.276,0.324,1.55,3.04883e-05,1.52442e-05,0.0862835,0.218647,0.218647
1.93,1.806,0.223,1.085,1.276,0.324,1.6,3.05888e-05,1.52944e-05,0.082566,0.214527,0.214527
1.93,1.806,0.223,1.085,1.276,0.324,1.65,3.06777e-05,1.53388e-05,0.0792764,0.210887,0.210887
1.93,1.806,0.223,1.085,1.276,0.324,1.7,3.07569e-05,1.53785e-05,0.0763444,0.207647,0.207647
1.93,1.806,0.223,1.085,1.276,0.324,1.75,3.0828e-05,1.5414e-05,0.0737146,0.204743,0.204743
1.93,1.806,0.223,1.085,1.276,0.324,1.8,3.08921e-05,1.54461e-05,0.0713424,0.202127,0.202127
1.93,1.806,0.223,1.085,1.276,0.324,1.85,3.09502e-05,1.54751e-05,0.069192,0.199757,0.199757
1.93,1.806,0.223,1.085,1.276,0.324,1.9,3.10031e-05,1.55016e-05,0.0672337,0.197601,0.197601
1.93,1.806,0.223,1.085,1.276,0.324,1.95,3.10515e-05,1.55258e-05,0.0654432,0.19563,0.19563
1.93,1.806,0.223,1.085,1.276,0.324,2,3.10959e-05,1.5548e-05,0.0638,0.193823,0.193823
1.93,1.806,0.223,1.085,1.276,0.324,2.05,3.11368e-05,1.55684e-05,0.0622869,0.19216,0.19216
1.93,1.806,0.223,1.085,1.276,0.324,2.1,3.11746e-05,1.55873e-05,0.0608893,0.190625,0.190625
1.93,1.806,0.223,1.085,1.276,0.324,2.15,3.12096e-05,1.56048e-05,0.0595948,0.189203,0.189203
1.93,1.806,0.223,1.085,1.276,0.324,2.2,3.12421e-05,1.5621e-05,0.0583925,0.187883,0.187883
1.93,1.806,0.223,1.085,1.276,0.324,2.25,3.12723e-05,1.56362e-05,0.0572733,0.186656,0.186656
1.93,1.806,0.223,1.085,1.276,0.324,2.3,3.13006e-05,1.56503e-05,0.0562291,0.18551,0.18551
1.93,1.806,0.223,1.085,1.276,0.324,2.35,3.1327e-05,1.56635e-05,0.0552527,0.18444,0.18444
1.93,1.806,0.223,1.085,1.276,0.324,2.4,3.13517e-05,1.56758e-05,0.0543381,0.183438,0.183438
0.746,1.296,0.486,3.446,3.399,0.309,0.4,1.05536e-08,5.28035e-09,0.848783,2.54561,2.54561
0.746,1.296,0.486,3.446,3.399,0.309,0.45,3.85446e-08,1.9276e-08,0.808599,2.46872,2.46872
0.746,1.296,0.486,3.446,3.399,0.309,0.5,1.33329e-07,6.66682e-08,0.765651,2.36507,2.36507
0.746,1.296,0.486,3.446,3.399,0.309,0.55,4.26071e-07,2.13039e-07,0.717908,2.20553,2.20553
0.746,1.296,0.486,3.446,3.399,0.309,0.6,1.22942e-06,6.14713e-07,0.661471,1.95509,1.95509
0.746,1.296,0.486,3.446,3.399,0.309,0.65,3.12319e-06,1.5616e-06,0.592017,1.58956,1.58956
0.746,1.296,0.486,3.446,3.399,0.309,0.7,6.83014e-06,3.41507e-06,0.507284,1.11161,1.11161
0.746,1.296,0.486,3.446,3.399,0.309,0.75,1.25675e-05,6.28377e-06,0.352206,0.573608,0.573608
0.746,1.296,0.486,3.446,3.399,0.309,0.8,1.64457e-05,8.22286e-06,0.118745,0.273465,0.273465
0.746,1.296,0.486,3.446,3.399,0.309,0.85,1.71409e-05,8.57043e-06,0.074164,0.223193,0.223193
0.746,1.296,0.486,3.446,3.399,0.309,0.9,1.74294e-05,8.71468e-06,0.0556396,0.202597,0.202597
0.746,1.296,0.486,3.446,3.399,0.309,0.95,1.75947e-05,8.79737e-06,0.0450217,0.190859,0.190859
0.746,1.296,0.486,3.446,3.399,0.309,1,1.77028e-05,8.85139e-06,0.0380868,0.183218,0.183218
0.746,1.296,0.486,3.446,3.399,0.309,1.05,1.7779e-05,8.8895e-06,0.0331954,0.177839,0.177839
0.746,1.296,0.486,3.446,3.399,0.309,1.1,1.78357e-05,8.91783e-06,0.0295604,0.173848,0.173848
0.746,1.296,0.486,3.446,3.399,0.309,1.15,1.78794e-05,8.93971e-06,0.0267533,0.17077,0.17077
0.746,1.296,0.486,3.446,3.399,0.309,1.2,1.79142e-05,8.95712e-06,0.0245207,0.168323,0.168323
0.746,1.296,0.486,3.446,3.399,0.309,1.25,1.79426e-05,8.97129e-06,0.0227031,0.166333,0.166333
0.746,1.296,0.486,3.446,3.399,0.309,1.3,1.79661e-05,8.98304e-06,0.021195,0.164682,0.164682
0.746,1.296,0.486,3.446,3.399,0.309,1.35,1.79859e-05,8.99296e-06,0.0199238,0.163292,0.163292
0.746,1.296,0.486,3.446,3.399,0.309,1.4,1.80028e-05,9.00142e-06,0.0188381,0.162104,0.162104
0.746,1.296,0.486,3.446,3.399,0.309,1.45,1.80175e-05,9.00874e-06,0.0179002,0.161079,0.161079
0.746,1.296,0.486,3.446,3.399,0.309,1.5,1.80302e-05,9.01512e-06,0.0170823,0.160185,0.160185
0.746,1.296,0.486,3.446,3.399,0.309,1.55,1.80415e-05,9.02073e-06,0.0163629,0.159399,0.159399
0.746,1.296,0.486,3.446,3.399,0.309,1.6,1.80514e-05,9.0257e-06,0.0157254,0.158703,0.158703
0.746,1.296,0.486,3.446,3.399,0.309,1.65,1.80603e-05,9.03013e-06,0.0151568,0.158082,0.158082
0.746,1.296,0.486,3.446,3.399,0.309,1.7,1.80682e-05,9.03411e-06,0.0146467,0.157525,0.157525
0.746,1.296,0.486,3.446,3.399,0.309,1.75,1.80754e-05,9.0377e-06,0.0141867,0.157023,0.157023
0.746,1.296,0.486,3.446,3.399,0.309,1.8,1.80819e-05,9.04095e-06,0.0137699,0.156568,0.156568
0.746,1.296,0.486,3.446,3.399,0.309,1.85,1.80878e-05,9.04391e-06,0.0133906,0.156154,0.156154
0.746,1.296,0.486,3.446,3.399,0.309,1.9,1.80932e-05,9.04661e-06,0.0130442,0.155776,0.155776
0.746,1.296,0.486,3.446,3.399,0.309,1.95,1.80982e-05,9.04909e-06,0.0127267,0.155429,0.155429
0.746,1.296,0.486,3.446,3.399,0.309,2,1.81027e-05,9.05137e-06,0.0124347,0.15511,0.15511
0.746,1.296,0.486,3.446,3.399,0.309,2.05,1.81069e-05,9.05347e-06,0.0121655,0.154817,0.154817
0.746,1.296,0.486,3.446,3.399,0.309,2.1,1.81108e-05,9.05541e-06,0.0119164,0.154545,0.154545
0.746,1.296,0.486,3.446,3.399,0.309,2.15,1.81144e-05,9.05721e-06,0.0116856,0.154293,0.154293
0.746,1.296,0.486,3.446,3.399,0.309,2.2,1.81178e-05,9.05889e-06,0.011471,0.154059,0.154059
0.746,1.296,0.486,3.446,3.399,0.309,2.25,1.81209e-05,9.06045e-06,0.0112712,0.153841,0.153841
0.746,1.296,0.486,3.446,3.399,0.309,2.3,1.81238e-05,9.0619e-06,0.0110848,0.153638,0.153638
0.746,1.296,0.486,3.446,3.399,0.309,2.35,1.81265e-05,9.06326e-06,0.0109106,0.153448,0.153448
0.746,1.296,0.486,3.446,3.399,0.309,2.4,1.81291e-05,9.06453e-06,0.0107474,0.15327,0.15327
0.59,2.297,1.951,1.753,3.364,6.288,0.4,3.61018e-10,1.84232e-10,0.92825,2.77369,2.77369
0.59,2.297,1.951,1.753,3.364,6.288,0.45,1.33949e-09,6.73429e-10,0.892295,2.72277,2.72277
0.59,2.297,1.951,1.753,3.364,6.288,0.5,4.71555e-09,2.36152e-09,0.855904,2.67125,2.67125
0.59,2.297,1.951,1.753,3.364,6.288,0.55,1.54446e-08,7.72637e-09,0.81892,2.61969,2.61969
0.59,2.297,1.951,1.753,3.364,6.288,0.6,4.62098e-08,2.31098e-08,0.781156,2.5686,2.5686
0.59,2.297,1.951,1.753,3.364,6.288,0.65,1.22495e-07,6.12542e-08,0.742687,2.51833,2.51833
0.59,2.297,1.951,1.753,3.364,6.288,0.7,2.80017e-07,1.40017e-07,0.703814,2.46886,2.46886
0.59,2.297,1.951,1.753,3.364,6.288,0.75,5.53182e-07,2.76602e-07,0.664756,2.41975,2.41975
